,Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Adj Close_NVDA,Volume_NVDA,rate_of_return_NVDA,diff_NVDA,hl_diff_NVDA,Prev_Close_NVDA,Prev_ror_NVDA,Prev_diff_NVDA,Prev_Volume_NVDA,ror_day_NVDA,Open_SOXL,High_SOXL,Low_SOXL,Close_SOXL,Adj Close_SOXL,Volume_SOXL,rate_of_return_SOXL,diff_SOXL,hl_diff_SOXL,Prev_Close_SOXL,Prev_ror_SOXL,Prev_diff_SOXL,Prev_Volume_SOXL,ror_day_SOXL,Open_SOXS,High_SOXS,Low_SOXS,Close_SOXS,Adj Close_SOXS,Volume_SOXS,rate_of_return_SOXS,diff_SOXS,hl_diff_SOXS,Prev_Close_SOXS,Prev_ror_SOXS,Prev_diff_SOXS,Prev_Volume_SOXS,ror_day_SOXS,Open_TQQQ,High_TQQQ,Low_TQQQ,Close_TQQQ,Adj Close_TQQQ,Volume_TQQQ,rate_of_return_TQQQ,diff_TQQQ,hl_diff_TQQQ,Prev_Close_TQQQ,Prev_ror_TQQQ,Prev_diff_TQQQ,Prev_Volume_TQQQ,ror_day_TQQQ
44,2022-10-19,118.790001,123.5,118.339996,120.510002,120.446259,52313100,1.447934157,1.720001,5.160004,119.669998,-3.054118551,-3.770004,65936200,-0.735353067,7.27,7.8,7.2,7.57,7.520127,134272400,4.126547455,0.3,0.6,7.4,-7.960199005,-0.64,185506400,-1.756756757,75.629997,76.5,70.5,72.440002,70.736984,11541400,-4.217896505,-3.189995,6,74.269997,9.188474383,6.25,16835500,1.831156665,19.41,20.24,19.01,19.540001,19.265511,259851100,0.669763009,0.130001,1.23,19.780001,-5.222807608,-1.09,346276900,-1.870581301
45,2022-10-20,121.129997,127.690002,121.050003,121.940002,121.875496,65239800,0.668707191,0.810005,6.639999,120.510002,1.447934157,1.720001,52313100,0.514475969,7.7,8.42,7.59,7.7,7.649271,170614600,0,0,0.83,7.57,4.126547455,0.3,134272400,1.717305152,71.57,72.550003,64.599998,71.160004,69.487076,17295000,-0.572860137,-0.409996,7.950005,72.440002,-4.217896505,-3.189995,11541400,-1.200996654,19.33,20.469999,18.959999,19.209999,18.940145,264851500,-0.620801862,-0.120001,1.51,19.540001,0.669763009,0.130001,259851100,-1.074723589
46,2022-10-21,120.980003,124.980003,118.870003,124.660004,124.594063,60949400,3.041825846,3.680001,6.11,121.940002,0.668707191,0.810005,65239800,-0.787271596,7.65,8.64,7.55,8.58,8.523473,178616600,12.15686275,0.93,1.09,7.7,0,0,170614600,-0.649350649,72.040001,72.809998,62.869999,63.5,62.007156,18128200,-11.85452649,-8.540001,9.939999,71.160004,-0.572860137,-0.409996,17295000,1.236645518,18.98,20.690001,18.73,20.57,20.28104,313729000,8.377239199,1.59,1.960001,19.209999,-0.620801862,-0.120001,264851500,-1.197287933
47,2022-10-24,125.080002,127.099998,120.639999,125.989998,125.923363,51745700,0.727531168,0.909996,6.459999,124.660004,3.041825846,3.680001,60949400,0.336914797,8.64,8.81,8.08,8.68,8.622814,147205700,0.462962963,0.04,0.73,8.58,12.15686275,0.93,178616600,0.699300699,62.869999,67.029999,61.669998,62.290001,60.825603,14365600,-0.922535405,-0.579998,5.360001,63.5,-11.85452649,-8.540001,18128200,-0.992127559,20.629999,21.469999,19.799999,21.27,20.971209,274622000,3.102283233,0.640001,1.67,20.57,8.377239199,1.59,313729000,0.291682061
48,2022-10-25,126.940002,133,126.639999,132.610001,132.539856,50548200,4.466676312,5.669999,6.360001,125.989998,0.727531168,0.909996,51745700,0.754031284,8.8,9.47,8.75,9.26,9.198994,127146900,5.227272727,0.46,0.72,8.68,0.462962963,0.04,147205700,1.382488479,61.759998,62.099998,56.98,58.389999,57.017292,13783900,-5.456604775,-3.369999,5.119998,62.290001,-0.922535405,-0.579998,14365600,-0.850863688,21.48,22.639999,21.469999,22.549999,22.233225,238399800,4.981373371,1.069999,1.17,21.27,3.102283233,0.640001,274622000,0.987306065
49,2022-10-26,128.690002,133.880005,127.080002,128.960007,128.8918,53295300,0.209810394,0.270005,6.800003,132.610001,4.466676312,5.669999,50548200,-2.956035722,8.74,9.67,8.55,9.01,8.95064,143571600,3.089244851,0.27,1.12,9.26,5.227272727,0.46,127146900,-5.615550756,61.759998,62.82,55.889999,60.119999,58.706615,17311600,-2.655438881,-1.639999,6.930001,58.389999,-5.456604775,-3.369999,13783900,5.771534608,21.18,22.5,20.93,21.059999,20.764156,279465900,-0.566576959,-0.120001,1.57,22.549999,4.981373371,1.069999,238399800,-6.075383861
50,2022-10-27,136.300003,138.380005,131.220001,131.759995,131.690308,58311300,-3.330893544,-4.540008,7.160004,128.960007,0.209810394,0.270005,53295300,5.691683934,9.16,9.44,8.48,8.52,8.463869,129662300,-6.986899563,-0.64,0.96,9.01,3.089244851,0.27,143571600,1.66481687,59.029999,63.48,57.150002,63.279999,61.792328,13620300,7.199729073,4.25,6.329998,60.119999,-2.655438881,-1.639999,17311600,-1.813040616,20.790001,21.120001,19.77,19.9,19.620455,256629400,-4.280908885,-0.890001,1.350001,21.059999,-0.566576959,-0.120001,279465900,-1.282041846
51,2022-10-28,131.039993,138.5,130.610001,138.339996,138.266815,52104000,5.570820658,7.300003,7.889999,131.759995,-3.330893544,-4.540008,58311300,-0.546449626,8.56,9.56,8.49,9.5,9.437412,129291600,10.98130841,0.94,1.07,8.52,-6.986899563,-0.64,129662300,0.469483568,63.009998,63.5,55.57,55.810001,54.497944,14983300,-11.42675326,-7.199997,7.93,63.279999,7.199729073,4.25,13620300,-0.426676682,19.75,21.809999,19.709999,21.700001,21.395166,255388600,9.873422785,1.950001,2.1,19.9,-4.280908885,-0.890001,256629400,-0.753768844
52,2022-10-31,137.779999,138.380005,132.970001,134.970001,134.898605,48634100,-2.039481797,-2.809998,5.410004,138.339996,5.570820658,7.300003,52104000,-0.404797612,9.3,9.35,8.75,8.92,8.861233,118351000,-4.086021505,-0.38,0.6,9.5,10.98130841,0.94,129291600,-2.105263158,57.139999,60.32,56.849998,59.389999,57.993782,11714800,3.937696954,2.25,3.470002,55.810001,-11.42675326,-7.199997,14983300,2.383081842,21.18,21.370001,20.49,20.950001,20.655704,209561100,-1.085925401,-0.229999,0.880001,21.700001,9.873422785,1.950001,255388600,-2.396317862
53,2022-11-01,138.110001,139.25,135.190002,135.429993,135.358368,43281700,-1.940488003,-2.680008,4.059998,134.970001,-2.039481797,-2.809998,48634100,2.326442896,9.41,9.52,8.94,9.1,9.040047,108638200,-3.294367694,-0.31,0.58,8.92,-4.086021505,-0.38,118351000,5.493273543,56,59.169998,55.279999,58.049999,56.685284,11075300,3.6607125,2.049999,3.889999,59.389999,3.937696954,2.25,11714800,-5.708030067,21.74,21.870001,20.209999,20.299999,20.014832,215232400,-6.62373965,-1.440001,1.660002,20.950001,-1.085925401,-0.229999,209561100,3.770878102
54,2022-11-02,138.5,142.100006,132.110001,132.190002,132.120087,67262800,-4.555955235,-6.309998,9.990005,135.429993,-1.940488003,-2.680008,43281700,2.266859011,9.27,9.77,8.2,8.24,8.185713,174985600,-11.11111111,-1.03,1.57,9.1,-3.294367694,-0.31,108638200,1.868131868,57.029999,63.84,53.889999,63.580002,62.085278,19971500,11.4851887,6.550003,9.950001,58.049999,3.6607125,2.049999,11075300,-1.757105973,20.280001,20.98,18.18,18.200001,17.944334,331476300,-10.25640975,-2.08,2.8,20.299999,-6.62373965,-1.440001,215232400,-0.09851232
55,2022-11-03,130.429993,137.809998,129.559998,134.210007,134.139008,50006500,2.898117153,3.780014,8.25,132.190002,-4.555955235,-6.309998,67262800,-1.331423688,7.78,8.29,7.53,7.89,7.838019,135668700,1.413881748,0.11,0.76,8.24,-11.11111111,-1.03,174985600,-5.582524272,67.169998,69.089996,63.23,66.230003,64.672981,15955500,-1.399426869,-0.939995,5.859996,63.580002,11.4851887,6.550003,19971500,5.646423226,17.65,17.950001,17.040001,17.15,16.909082,212231800,-2.83286119,-0.5,0.91,18.200001,-10.25640975,-2.08,331476300,-3.02198335
56,2022-11-04,139.860001,142.289993,136.970001,141.559998,141.485123,61257600,1.215499062,1.699997,5.319992,134.210007,2.898117153,3.780014,50006500,4.20981574,8.72,9.06,8.42,8.99,8.930772,173041700,3.096330275,0.27,0.64,7.89,1.413881748,0.11,135668700,10.51964512,59.369999,61.810001,56.560001,56.82,55.4842,21070600,-4.295096923,-2.549999,5.25,66.230003,-1.399426869,-0.939995,15955500,-10.35784945,18.129999,18.35,16.85,17.950001,17.697845,382370200,-0.992818588,-0.179998,1.5,17.15,-2.83286119,-0.5,212231800,5.714279883
57,2022-11-07,142.279999,144.119995,139.539993,143.009995,142.934341,41006100,0.513070006,0.729996,4.580002,141.559998,1.215499062,1.699997,61257600,0.508618967,9.27,9.69,8.88,9.59,9.526819,105846700,3.451995685,0.32,0.81,8.99,3.096330275,0.27,173041700,3.114571746,55.259998,57.639999,52.549999,53.060001,51.812592,10249100,-3.981174592,-2.199997,5.09,56.82,-4.295096923,-2.549999,21070600,-2.745515663,18.16,18.639999,17.709999,18.52,18.25984,200943400,1.982378855,0.36,0.93,17.950001,-0.992818588,-0.179998,382370200,1.169910798
58,2022-11-08,148.009995,148.910004,142.160004,146.020004,145.942764,59529200,-1.344497714,-1.989991,6.75,143.009995,0.513070006,0.729996,41006100,3.496259125,10.11,10.56,9.61,10.17,10.102998,147373300,0.59347181,0.06,0.95,9.59,3.451995685,0.32,105846700,5.422314911,50.34,53.060001,47.799999,49.91,48.736649,21470300,-0.854191498,-0.43,5.260002,53.060001,-3.981174592,-2.199997,10249100,-5.126273933,18.85,19.620001,18.09,18.92,18.654219,296056300,0.371352785,0.07,1.530001,18.52,1.982378855,0.36,200943400,1.781857451
59,2022-11-09,141.619995,142.110001,137.589996,137.759995,137.687134,45441400,-2.725603825,-3.86,4.520005,146.020004,-1.344497714,-1.989991,59529200,-3.013291932,9.74,9.82,9.18,9.24,9.179124,107444900,-5.133470226,-0.5,0.64,10.17,0.59347181,0.06,147373300,-4.228121927,52.09,54.779999,51.68,54.610001,53.326157,19098300,4.837782684,2.520001,3.099999,49.91,-0.854191498,-0.43,21470300,4.367862152,18.530001,18.700001,17.530001,17.6,17.352762,215569100,-5.018893415,-0.930001,1.17,18.92,0.371352785,0.07,296056300,-2.061305497
60,2022-11-10,148,157.729996,145.470001,157.5,157.416687,70081900,6.418918919,9.5,12.259995,137.759995,-2.725603825,-3.86,45441400,7.433221089,10.8,12.17,10.56,12.08,12.000414,196270300,11.85185185,1.28,1.61,9.24,-5.133470226,-0.5,107444900,16.88311688,45.169998,46.599998,37.110001,37.77,36.88205,35586700,-16.38255109,-7.399998,9.489997,54.610001,4.837782684,2.520001,19098300,-17.28621649,20.15,21.540001,19.700001,21.450001,21.148678,328442400,6.451617866,1.300001,1.84,17.6,-5.018893415,-0.930001,215569100,14.48863636
61,2022-11-11,158.070007,163.889999,154.820007,163.270004,163.18364,65548700,3.289679743,5.199997,9.069992,157.5,6.418918919,9.5,70081900,0.361909206,12.28,13.41,11.83,13.22,13.132904,166468400,7.654723127,0.94,1.58,12.08,11.85185185,1.28,196270300,1.655629139,36.91,38.27,33.400002,33.889999,33.093269,31713200,-8.18206719,-3.020001,4.869998,37.77,-16.38255109,-7.399998,35586700,-2.27693937,21.43,22.83,21.120001,22.67,22.351542,307134200,5.786280915,1.24,1.709999,21.450001,6.451617866,1.300001,328442400,-0.093244751
62,2022-11-14,162.179993,165.399994,159.220001,162.949997,162.8638,52785200,0.474783594,0.770004,6.179993,163.270004,3.289679743,5.199997,65548700,-0.667612527,12.99,13.51,12.73,12.77,12.685868,108739600,-1.69361047,-0.22,0.78,13.22,7.654723127,0.94,166468400,-1.7397882,34.639999,35.220001,33.23,35.07,34.245525,25931800,1.241342415,0.430001,1.990001,33.889999,-8.18206719,-3.020001,31713200,2.213042261,22.17,22.959999,21.82,22.07,21.75997,214225900,-0.451059991,-0.1,1.139999,22.67,5.786280915,1.24,307134200,-2.205558006
63,2022-11-15,167.220001,169.979996,163.820007,166.660004,166.571838,54587600,-0.334886375,-0.559997,6.159989,162.949997,0.474783594,0.770004,52785200,2.620438219,14.34,14.44,13.31,13.87,13.778621,159797700,-3.277545328,-0.47,1.13,12.77,-1.69361047,-0.22,108739600,12.29444009,30.9,33.619999,30.549999,32,31.247702,45945300,3.55987055,1.1,3.07,35.07,1.241342415,0.430001,25931800,-11.8905047,23.65,23.950001,22.18,22.959999,22.637466,318265700,-2.917551797,-0.690001,1.770001,22.07,-0.451059991,-0.1,214225900,7.15903942
64,2022-11-16,161.619995,163.619995,158.729996,159.100006,159.015839,64954700,-1.559206211,-2.519989,4.889999,166.660004,-0.334886375,-0.559997,54587600,-3.024126292,12.93,12.99,11.87,12.13,12.050085,112310400,-6.18716164,-0.8,1.12,13.87,-3.277545328,-0.47,159797700,-6.777217015,34.279999,36.689999,34.139999,36.169998,35.319664,36062300,5.513416147,1.889999,2.55,32,3.55987055,1.1,45945300,7.124996875,22.5,22.58,21.82,22.030001,21.720531,191679400,-2.088884444,-0.469999,0.76,22.959999,-2.917551797,-0.690001,318265700,-2.003480052
65,2022-11-17,157.149994,162.660004,155.350006,156.770004,156.687073,71089400,-0.241800836,-0.37999,7.309998,159.100006,-1.559206211,-2.519989,64954700,-1.225651745,11.34,12.58,11.31,12.37,12.288503,128795400,9.082892416,1.03,1.27,12.13,-6.18716164,-0.8,112310400,-6.512778236,38.52,38.580002,34.73,35.16,34.333412,44821500,-8.722741433,-3.36,3.850002,36.169998,5.513416147,1.889999,36062300,6.49710293,20.950001,22.209999,20.91,21.860001,21.552919,213462200,4.34367521,0.91,1.299999,22.030001,-2.088884444,-0.469999,191679400,-4.902405588
66,2022-11-18,159.660004,160.020004,151.199997,154.089996,154.008484,49207200,-3.488668333,-5.570008,8.820007,156.770004,-0.241800836,-0.37999,71089400,1.843464902,12.99,13.03,12.07,12.49,12.407713,117064100,-3.849114704,-0.5,0.96,12.37,9.082892416,1.03,128795400,5.012126112,33.560001,36.189999,33.389999,34.970001,34.147877,27744000,4.201430149,1.41,2.8,35.16,-8.722741433,-3.36,44821500,-4.550622867,22.559999,22.58,21.280001,21.84,21.533201,194788500,-3.191485071,-0.719999,1.299999,21.860001,4.34367521,0.91,213462200,3.202186496
67,2022-11-21,151.470001,154.770004,150.800003,153.169998,153.088959,40473900,1.122332468,1.699997,3.970001,154.089996,-3.488668333,-5.570008,49207200,-1.700301816,12.07,12.2,11.74,11.89,11.811666,84238200,-1.491300746,-0.18,0.46,12.49,-3.849114704,-0.5,117064100,-3.362690152,36.169998,37.110001,35.82,36.73,35.866501,23228400,1.548250016,0.560002,1.290001,34.970001,4.201430149,1.41,27744000,3.431504048,21.52,21.799999,20.969999,21.18,20.882471,144111300,-1.579925651,-0.34,0.83,21.84,-3.191485071,-0.719999,194788500,-1.465201465
68,2022-11-22,153.279999,160.580002,151.220001,160.380005,160.295166,47286600,4.632049874,7.100006,9.360001,153.169998,1.122332468,1.699997,40473900,0.071816283,12.14,12.94,11.85,12.9,12.815011,86949600,6.26029654,0.76,1.09,11.89,-1.491300746,-0.18,84238200,2.102607233,35.959999,36.790001,33.41,33.439999,32.653851,24609200,-7.007786624,-2.52,3.380001,36.73,1.548250016,0.560002,23228400,-2.096381704,21.33,22.1,20.83,22.07,21.75997,146238600,3.469292077,0.74,1.27,21.18,-1.579925651,-0.34,144111300,0.708215297
69,2022-11-23,160.979996,165.270004,160.479996,165.190002,165.102631,42724100,2.615235498,4.210006,4.790008,160.380005,4.632049874,7.100006,47286600,0.374105862,12.9,13.75,12.84,13.32,13.232244,113790600,3.255813953,0.42,0.91,12.9,6.26029654,0.76,86949600,0,33.5,33.650002,31.309999,32.369999,31.608999,34103100,-3.373137313,-1.130001,2.340003,33.439999,-7.007786624,-2.52,24609200,0.179428833,22.049999,22.870001,22.01,22.73,22.410698,178783500,3.083904902,0.680001,0.860001,22.07,3.469292077,0.74,146238600,-0.090625283
70,2022-11-25,163.179993,164.869995,161.720001,162.699997,162.613937,16793400,-0.294151257,-0.479996,3.149994,165.190002,2.615235498,4.210006,42724100,-1.21678611,13.13,13.26,12.83,12.86,12.775275,41754500,-2.056359482,-0.27,0.43,13.32,3.255813953,0.42,113790600,-1.426426426,32.73,33.630001,32.59,33.630001,32.839378,12373500,2.749773908,0.900001,1.040001,32.369999,-3.373137313,-1.130001,34103100,1.112143995,22.34,22.5,22.15,22.26,21.947302,67376500,-0.358102059,-0.08,0.35,22.73,3.083904902,0.680001,178783500,-1.715794105
71,2022-11-28,160.259995,163.570007,157.25,158.270004,158.186295,30374100,-1.241726608,-1.989991,6.320007,162.699997,-0.294151257,-0.479996,16793400,-1.499693943,12.36,12.76,11.6,11.84,11.761995,87803100,-4.207119741,-0.52,1.16,12.86,-2.056359482,-0.27,41754500,-3.888024883,34.880001,36.860001,33.82,36.279999,35.427082,25280000,4.013755619,1.399998,3.040001,33.630001,2.749773908,0.900001,12373500,3.716919307,21.799999,22.27,21.059999,21.280001,20.981066,131382600,-2.385312036,-0.519998,1.210001,22.26,-0.358102059,-0.08,67376500,-2.066491465
72,2022-11-29,158.270004,159.320007,155.199997,156.389999,156.307281,29838400,-1.187846688,-1.880005,4.12001,158.270004,-1.241726608,-1.989991,30374100,0,11.95,12.18,11.5,11.73,11.652719,75056000,-1.841004184,-0.22,0.68,11.84,-4.207119741,-0.52,87803100,0.929054054,35.98,37.27,35.200001,36.529999,35.6712,23873600,1.528624236,0.549999,2.069999,36.279999,4.013755619,1.399998,25280000,-0.826899141,21.32,21.42,20.469999,20.77,20.47823,137902700,-2.579737336,-0.55,0.950001,21.280001,-2.385312036,-0.519998,131382600,0.187965217
73,2022-11-30,156.970001,169.300003,155.970001,169.229996,169.183762,56529800,7.810406397,12.259995,13.330002,156.389999,-1.187846688,-1.880005,29838400,0.370868984,11.84,13.85,11.52,13.82,13.728951,133385800,16.72297297,1.98,2.33,11.73,-1.841004184,-0.22,75056000,0.937766411,36.27,37.23,29.950001,30.01,29.304485,38414900,-17.25944307,-6.26,7.279999,36.529999,1.528624236,0.549999,23873600,-0.711741054,20.85,23.65,20.65,23.559999,23.229038,272734900,12.99759712,2.709999,3,20.77,-2.579737336,-0.55,137902700,0.38517092
74,2022-12-01,169.990005,172.649994,166.350006,171.350006,171.303177,47097700,0.800047626,1.360001,6.299988,169.229996,7.810406397,12.259995,56529800,0.449098279,14.09,14.13,12.94,13.5,13.411058,112133900,-4.187366927,-0.59,1.19,13.82,16.72297297,1.98,133385800,1.953690304,29.49,31.92,29.379999,30.709999,29.988028,32130300,4.136992201,1.219999,2.540001,30.01,-17.25944307,-6.26,38414900,-1.732755748,23.700001,24.17,23.01,23.690001,23.357212,205503600,-0.042194091,-0.01,1.16,23.559999,12.99759712,2.709999,272734900,0.594236018
75,2022-12-02,166.589996,169.330002,164.449997,168.759995,168.713882,37138900,1.302598627,2.169999,4.880005,171.350006,0.800047626,1.360001,47097700,-2.777945628,12.49,13.13,12.3,13.03,12.944155,98017700,4.323458767,0.54,0.83,13.5,-4.187366927,-0.59,112133900,-7.481481481,33.049999,33.470001,31.57,31.790001,31.042639,33225100,-3.81239951,-1.259998,1.900001,30.709999,4.136992201,1.219999,32130300,7.619668109,22.450001,23.629999,22.389999,23.41,23.081146,181655000,4.27616462,0.959999,1.24,23.690001,-0.042194091,-0.01,205503600,-5.234275845
76,2022-12-05,166.789993,169.949997,164.720001,166.100006,166.054611,35225500,-0.41368609,-0.689987,5.229996,168.759995,1.302598627,2.169999,37138900,-1.167339452,12.8,13.16,12.2,12.59,12.507054,71095100,-1.640625,-0.21,0.96,13.03,4.323458767,0.54,98017700,-1.765157329,32.349998,33.810001,31.459999,32.860001,32.087482,22252300,1.576516326,0.510003,2.350002,31.790001,-3.81239951,-1.259998,33225100,1.761550747,22.879999,23.200001,21.860001,22.23,21.917721,150990000,-2.840904844,-0.649999,1.34,23.41,4.27616462,0.959999,181655000,-2.26399402
77,2022-12-06,165.300003,165.729996,158.190002,159.869995,159.826309,35269400,-3.284941259,-5.430008,7.539994,166.100006,-0.41368609,-0.689987,35225500,-0.481639356,12.54,12.6,11.38,11.72,11.642786,86923400,-6.53907496,-0.82,1.22,12.59,-1.640625,-0.21,71095100,-0.397140588,32.900002,36.029999,32.849998,35.150002,34.32365,25977900,6.838905359,2.25,3.180001,32.860001,1.576516326,0.510003,22252300,0.121731585,22.18,22.209999,20.5,20.82,20.527529,169900500,-6.131650135,-1.36,1.709999,22.23,-2.840904844,-0.649999,150990000,-0.224921278
78,2022-12-07,157.720001,161.860001,156.669998,161.199997,161.155945,37238800,2.206439245,3.479996,5.190003,159.869995,-3.284941259,-5.430008,35269400,-1.344838974,11.41,11.93,11.33,11.7,11.622917,86276700,2.541630149,0.29,0.6,11.72,-6.53907496,-0.82,86923400,-2.645051195,36.139999,36.299999,34.509998,35.16,34.333412,22107300,-2.71167412,-0.979999,1.790001,35.150002,6.838905359,2.25,25977900,2.816492016,20.559999,21.030001,20.18,20.57,20.28104,173667900,0.048642998,0.010001,0.850001,20.82,-6.131650135,-1.36,169900500,-1.248804035
79,2022-12-08,162.729996,171.789993,159.589996,171.690002,171.643082,51545600,5.506056794,8.960006,12.199997,161.199997,2.206439245,3.479996,37238800,0.949130911,11.89,12.72,11.65,12.62,12.536857,101888300,6.13961312,0.73,1.07,11.7,2.541630149,0.29,86276700,1.623931624,34.610001,35.360001,32.150002,32.299999,31.540648,25792300,-6.674377155,-2.310002,3.209999,35.16,-2.71167412,-0.979999,22107300,-1.564274744,20.870001,21.5,20.389999,21.299999,21.000786,188920100,2.06036406,0.429998,1.110001,20.57,0.048642998,0.010001,173667900,1.458439475
80,2022-12-09,171.600006,175.830002,169.75,170.009995,169.963531,46533800,-0.926579804,-1.590011,6.080002,171.690002,5.506056794,8.960006,51545600,-0.052417729,12.49,12.99,12.18,12.32,12.238832,88787400,-1.361088871,-0.17,0.81,12.62,6.13961312,0.73,101888300,-1.030110935,32.740002,33.540001,31.48,33.23,32.44878,25409100,1.496633995,0.489998,2.060001,32.299999,-6.674377155,-2.310002,25792300,1.362238432,21.049999,21.690001,20.77,20.889999,20.596544,177003900,-0.760095048,-0.16,0.920001,21.299999,2.06036406,0.429998,188920100,-1.173708975
81,2022-12-12,170.369995,175.380005,167.970001,175.350006,175.302094,45732800,2.923056375,4.980011,7.410004,170.009995,-0.926579804,-1.590011,46533800,0.211752256,12.14,13.01,11.94,12.98,12.894485,73482200,6.919275124,0.84,1.07,12.32,-1.361088871,-0.17,88787400,-1.461038961,33.599998,34.200001,31.309999,31.32,30.583687,21922100,-6.785708737,-2.279998,2.890002,33.23,1.496633995,0.489998,25409100,1.113445682,20.91,21.66,20.67,21.65,21.345867,112827500,3.538976566,0.74,0.99,20.889999,-0.760095048,-0.16,177003900,0.09574438
82,2022-12-13,185.309998,187.899994,177.110001,180.720001,180.670624,65658900,-2.476928957,-4.589997,10.789993,175.350006,2.923056375,4.980011,45732800,5.680063678,14.72,14.91,13.14,13.63,13.540202,180078900,-7.404891304,-1.09,1.77,12.98,6.919275124,0.84,73482200,13.40523883,27.200001,31,26.799999,29.790001,29.089659,43544400,9.522058473,2.59,4.200001,31.32,-6.785708737,-2.279998,21922100,-13.15453065,24.18,24.23,21.719999,22.33,22.016317,347692800,-7.650951199,-1.85,2.510001,21.65,3.538976566,0.74,112827500,11.68591224
83,2022-12-14,179.869995,182.520004,174.199997,176.740005,176.691711,49688800,-1.74014015,-3.12999,8.320007,180.720001,-2.476928957,-4.589997,65658900,-0.470344176,13.51,14.03,12.54,13,12.914352,139612300,-3.774981495,-0.51,1.49,13.63,-7.404891304,-1.09,180078900,-0.880410858,30.030001,32.189999,28.959999,31.18,30.44698,31804300,3.829500372,1.149999,3.23,29.790001,9.522058473,2.59,43544400,0.805639449,22.209999,22.99,21.08,21.799999,21.493761,289455500,-1.846015392,-0.41,1.91,22.33,-7.650951199,-1.85,347692800,-0.537398119
84,2022-12-15,171.460007,173.199997,167,169.520004,169.473679,47854200,-1.131460936,-1.940003,6.199997,176.740005,-1.74014015,-3.12999,49688800,-2.98743796,12.23,12.38,11.32,11.4,11.324894,107181700,-6.786590352,-0.83,1.06,13,-3.774981495,-0.51,139612300,-5.923076923,33.130001,35.259998,32.700001,35.060001,34.235767,32919800,5.825535592,1.93,2.559997,31.18,3.829500372,1.149999,31804300,6.254012187,20.860001,21.030001,19.35,19.639999,19.364103,214026600,-5.84852321,-1.220002,1.680001,21.799999,-1.846015392,-0.41,289455500,-4.311917629
85,2022-12-16,168.639999,170.410004,164.100006,165.710007,165.664719,47823200,-1.737424109,-2.929992,6.309998,169.520004,-1.131460936,-1.940003,47854200,-0.519115726,11.2,11.48,10.77,11.11,11.036804,88813800,-0.803571429,-0.09,0.71,11.4,-6.786590352,-0.83,107181700,-1.754385965,35.669998,37.009998,34.799999,35.970001,35.124371,25980000,0.841051351,0.300003,2.209999,35.060001,5.825535592,1.93,32919800,1.739865894,19.48,19.809999,18.709999,19.059999,18.792252,175642100,-2.156062628,-0.420001,1.1,19.639999,-5.84852321,-1.220002,214026600,-0.814658901
86,2022-12-19,165.720001,166.089996,161.449997,162.539993,162.495575,35403900,-1.918904164,-3.180008,4.639999,165.710007,-1.737424109,-2.929992,47823200,0.006031018,11.12,11.15,10.35,10.69,10.619571,82876800,-3.866906475,-0.43,0.8,11.11,-0.803571429,-0.09,88813800,0.090009001,35.919998,38.389999,35.830002,37.349998,36.471924,22020100,3.981069264,1.43,2.559997,35.970001,0.841051351,0.300003,25980000,-0.139013063,19.1,19.129999,17.98,18.27,18.013351,155266500,-4.345549738,-0.83,1.149999,19.059999,-2.156062628,-0.420001,175642100,0.209868846
87,2022-12-20,160.639999,163.100006,158.520004,160.850006,160.806046,40326000,0.13073145,0.210007,4.580002,162.539993,-1.918904164,-3.180008,35403900,-1.168939388,10.25,10.75,10.16,10.41,10.378308,88304000,1.56097561,0.16,0.59,10.69,-3.866906475,-0.43,82876800,-4.115996258,38.630001,38.919998,36.869999,37.959999,37.141171,20582300,-1.734408446,-0.670002,2.049999,37.349998,3.981069264,1.43,22020100,3.427049715,18,18.559999,17.67,18.190001,17.934473,172881200,1.055561111,0.190001,0.889999,18.27,-4.345549738,-0.83,155266500,-1.477832512
88,2022-12-21,161.139999,166.270004,161.020004,165.009995,164.964905,32502500,2.40163586,3.869996,5.25,160.850006,0.13073145,0.210007,40326000,0.180287839,10.63,11.27,10.6,11.14,11.106086,83240400,4.797742239,0.51,0.67,10.41,1.56097561,0.16,88304000,2.113352546,37.32,37.43,34.970001,35.290001,34.528767,22835100,-5.439439979,-2.029999,2.459999,37.959999,-1.734408446,-0.670002,20582300,-1.685982658,18.41,19.25,18.23,18.98,18.713375,163187300,3.0961434,0.57,1.02,18.190001,1.055561111,0.190001,172881200,1.209450181
89,2022-12-22,160.940002,161.380005,148.820007,153.389999,153.348083,56504500,-4.691191069,-7.550003,12.559998,165.009995,2.40163586,3.869996,32502500,-2.466513013,10.54,10.56,9.11,9.78,9.750226,135617300,-7.210626186,-0.76,1.45,11.14,4.797742239,0.51,83240400,-5.385996409,37.209999,41.790001,37.209999,39.700001,38.843639,38639300,6.691755084,2.490002,4.580002,35.290001,-5.439439979,-2.029999,22835100,5.440628919,18.23,18.25,16.58,17.540001,17.38336,230450200,-3.784964344,-0.689999,1.67,18.98,3.0961434,0.57,163187300,-3.951527924
